num_point,time_sort,time_convex,time_convex_pred,residual,,,
450241,4.500499487,4.719000816,4.606192609,0.105693122,,,
451584,4.475498915,4.728500366,4.620989215,0.1454903,,,
452929,4.530499458,4.734000444,4.635811002,0.105311544,,,
454276,4.418999195,4.764001369,4.650657975,0.23165878,,,
455625,4.492501736,4.75599885,4.665530139,0.173028403,,,
456976,4.649996281,4.769500017,4.680427497,0.030431216,,,
458329,4.725001097,4.793498993,4.695350055,-0.029651042,,,
459684,4.910497189,4.797000885,4.710297818,-0.200199371,,,
461041,4.890501499,4.821500301,4.72527079,-0.165230709,,,
462400,4.684999943,4.835000515,4.740268975,0.055269032,,,
463761,4.616999865,4.850001097,4.755292379,0.138292514,,,
465124,4.66299963,4.877500057,4.770341006,0.107341376,,,
466489,4.562999964,4.895499468,4.78541486,0.222414896,,,
467856,4.860498667,4.879000425,4.800513946,-0.059984721,,,
469225,4.735499144,4.90500021,4.815638269,0.080139125,,,
470596,4.647499084,4.911000967,4.830787834,0.18328875,,,
471969,4.832999468,4.925002098,4.845962644,0.012963176,,,
473344,4.818000555,4.949999809,4.861162705,0.04316215,,,
474721,4.765999079,4.978499651,4.876388021,0.110388942,,,
476100,4.747000933,4.982998848,4.891638596,0.144637663,,,
477481,5.042999506,4.991000175,4.906914436,-0.13608507,,,
478864,4.821998835,4.995000124,4.922215544,0.100216709,,,
480249,5.046000242,5.0189991,4.937541926,-0.108458316,,,
481636,4.677498102,5.027000904,4.952893586,0.275395484,,,
483025,5.104498863,5.034000397,4.968270527,-0.136228336,,,
484416,4.894498348,5.065500021,4.983672756,0.089174408,,,
485809,4.951500416,5.061501026,4.999100277,0.047599861,,,
487204,4.871999502,5.100000858,5.014553093,0.142553591,,,
488601,5.237001419,5.111998081,5.030031209,-0.20697021,,,
490000,5.297998905,5.122500896,5.045534631,-0.252464274,,,
491401,5.192998409,5.134000063,5.061063362,-0.131935047,,,
492804,5.042997122,5.144001245,5.076617407,0.033620285,,,
494209,4.748999357,5.167500019,5.09219677,0.343197413,,,
495616,5.141000032,5.179500103,5.107801456,-0.033198576,,,
497025,4.943501711,5.187497854,5.12343147,0.179929759,,,
498436,5.050498962,5.20100069,5.139086815,0.088587853,,,
499849,5.066999435,5.210999966,5.154767497,0.087768062,,,
501264,5.071499348,5.233499527,5.170473519,0.098974171,,,
502681,5.113499641,5.257001162,5.186204886,0.072705245,,,
504100,5.027999878,5.255001068,5.201961603,0.173961725,,,
505521,5.085000515,5.267999172,5.217743674,0.132743159,,,
506944,4.97549963,5.284499407,5.233551104,0.258051474,,,
508369,5.422501802,5.296498299,5.249383896,-0.173117906,,,
509796,5.177999973,5.309500217,5.265242056,0.087242083,,,
511225,5.051000595,5.329998493,5.281125587,0.230124992,,,
512656,5.389500618,5.344999313,5.297034494,-0.092466124,,,
514089,5.129998446,5.359000444,5.312968782,0.182970336,,,
515524,5.014499187,5.37200141,5.328928455,0.314429268,,,
516961,5.316501141,5.383500099,5.344913517,0.028412376,,,
518400,5.111498594,5.39000082,5.360923973,0.249425379,,,
519841,5.162499666,5.409000635,5.376959826,0.21446016,,,
521284,5.278498888,5.427500725,5.393021082,0.114522194,,,
522729,5.367499828,5.425002337,5.409107745,0.041607917,,,
524176,5.315495491,5.436001539,5.425219818,0.109724327,,,
525625,5.440000057,5.475501537,5.441357307,0.00135725,,,
527076,5.32799983,5.486000299,5.457520216,0.129520386,,,
528529,5.196999788,5.506000519,5.473708549,0.276708761,,,
529984,5.664999962,5.522500038,5.48992231,-0.175077652,,,
531441,5.443499804,5.53600049,5.506161504,0.0626617,,,
532900,5.539501667,5.54599762,5.522426135,-0.017075532,,,
534361,5.602000952,5.57099843,5.538716208,-0.063284744,,,
535824,5.513999701,5.585999727,5.555031726,0.041032025,,,
537289,5.493002176,5.609497786,5.571372694,0.078370518,,,
538756,5.427499771,5.622000456,5.587739116,0.160239345,,,
540225,5.498999596,5.63650012,5.604130997,0.105131401,,,
541696,5.382999897,5.647500753,5.62054834,0.237548443,,,
543169,5.614499331,5.666501045,5.636991151,0.02249182,,,
544644,5.680998564,5.671000719,5.653459433,-0.027539131,,,
546121,5.385500431,5.695498943,5.669953191,0.28445276,,,
547600,5.632999659,5.694000006,5.686472428,0.053472769,,,
549081,5.529498816,5.725999117,5.70301715,0.173518334,,,
550564,5.726497412,5.740500927,5.71958736,-0.006910052,,,
552049,5.544500828,5.780498981,5.736183062,0.191682234,,,
553536,5.83399868,5.765000582,5.752804261,-0.081194419,,,
555025,5.76999855,5.783000946,5.769450962,-0.000547588,,,
556516,5.871501446,5.800999641,5.786123168,-0.085378278,,,
558009,5.587998867,5.813000679,5.802820883,0.214822016,,,
559504,5.812498569,5.852501869,5.819544112,0.007045543,,,
561001,5.830501556,5.848997831,5.836292859,0.005791303,,,
562500,5.733499289,5.86050272,5.853067128,0.119567839,,,
564001,5.987497807,5.880000591,5.869866923,-0.117630884,,,
565504,6.10449934,5.886499882,5.886692249,-0.217807091,,,
567009,5.639498949,5.897499561,5.903543109,0.26404416,,,
568516,5.676501036,5.916999102,5.920419509,0.243918473,,,
570025,5.910499811,5.921000242,5.937321451,0.02682164,,,
571536,5.669999123,5.944499731,5.954248941,0.284249818,,,
573049,5.785498619,5.953501225,5.971201982,0.185703363,,,
574564,6.181999922,5.983501434,5.988180578,-0.193819344,,,
576081,5.723000765,5.996998549,6.005184734,0.282183969,,,
577600,5.977499247,6.019500494,6.022214454,0.044715207,,,
579121,6.080000162,6.029500723,6.039269742,-0.04073042,,,
580644,5.781499386,6.056000233,6.056350602,0.274851216,,,
582169,5.959999084,6.051000118,6.073457038,0.113457954,,,
583696,6.264999151,6.084500551,6.090589055,-0.174410096,,,
585225,5.917499542,6.092000008,6.107746656,0.190247114,,,
586756,6.044001341,6.093498707,6.124929846,0.080928505,,,
588289,5.98050046,6.099999905,6.142138628,0.161638168,,,
589824,6.389000177,6.133500099,6.159373007,-0.22962717,,,
591361,5.966501236,6.155498743,6.176632987,0.210131751,,,
592900,6.028499603,6.164999962,6.193918572,0.165418969,,,
594441,5.946497202,6.185502291,6.211229765,0.264732563,,,
595984,6.163501501,6.225498676,6.228566573,0.065065072,,,
597529,6.184999228,6.207001448,6.245928997,0.060929769,,,
599076,6.147999287,6.272001028,6.263317042,0.115317755,,,
600625,6.300500154,6.283500433,6.280730713,-0.019769441,,,
602176,6.288498878,6.304501295,6.298170013,0.009671135,,,
603729,6.01350069,6.31849885,6.315634947,0.302134257,,,
605284,6.418498039,6.336000443,6.333125518,-0.085372521,,,
606841,6.503499985,6.342000484,6.350641731,-0.152858254,,,
608400,6.118499279,6.369500875,6.368183589,0.24968431,,,
609961,6.406498909,6.388000965,6.385751097,-0.020747812,,,
611524,6.780002832,6.389996767,6.403344259,-0.376658573,,,
613089,6.339499235,6.427499533,6.420963078,0.081463843,,,
614656,6.406001329,6.454998255,6.438607559,0.03260623,,,
616225,6.259998322,6.467001677,6.456277705,0.196279383,,,
617796,6.557998657,6.471001148,6.473973521,-0.084025136,,,
619369,6.44299984,6.463000059,6.491695011,0.048695171,,,
620944,6.571499109,6.526000738,6.509442179,-0.06205693,,,
622521,6.36000061,6.503499985,6.527215028,0.167214418,,,
624100,6.600498915,6.542001009,6.545013563,-0.055485352,,,
625681,6.348500013,6.568500042,6.562837788,0.214337775,,,
627264,6.375501394,6.563498497,6.580687706,0.205186312,,,
628849,6.552499294,6.571502447,6.598563322,0.046064028,,,
630436,6.702999592,6.613500118,6.61646464,-0.086534952,,,
632025,6.536997318,6.818000078,6.634391663,0.097394345,,,
633616,6.829499722,6.629499674,6.652344395,-0.177155327,,,
635209,6.692999125,6.669501066,6.670322841,-0.022676284,,,
636804,6.591501951,6.655498028,6.688327004,0.096825053,,,
638401,6.748999357,6.680501223,6.706356889,-0.042642468,,,
640000,6.399499893,6.743499517,6.724412499,0.324912606,,,
641601,6.607999086,6.708000183,6.742493838,0.134494752,,,
643204,6.572999239,6.799500704,6.76060091,0.187601671,,,
644809,6.72650075,6.75749898,6.77873372,0.05223297,,,
646416,6.682499886,6.764500141,6.79689227,0.114392384,,,
648025,6.798002005,6.819998026,6.815076565,0.01707456,,,
649636,7.152000904,6.819499493,6.833286609,-0.318714295,,,
651249,6.759500742,6.81899929,6.851522405,0.092021663,,,
652864,6.587002039,6.866998434,6.869783959,0.28278192,,,
654481,7.051501751,6.835998297,6.888071272,-0.163430479,,,
656100,6.786499262,6.861999989,6.90638435,0.119885088,,,
657721,6.921000957,6.880999088,6.924723197,0.00372224,,,
659344,6.765501738,6.902499199,6.943087815,0.177586077,,,
660969,6.941999674,6.935501575,6.961478209,0.019478535,,,
662596,7.592000484,6.958998919,6.979894384,-0.6121061,,,
664225,6.794998884,7.010002375,6.998336342,0.203337458,,,
665856,6.952499628,6.978500366,7.016804087,0.064304459,,,
667489,6.970500708,7.012999058,7.035297624,0.064796916,,,
669124,7.106499434,7.020500898,7.053816957,-0.052682477,,,
670761,7.451499224,7.023000717,7.072362088,-0.379137136,,,
672400,7.053000212,7.078498602,7.090933023,0.037932811,,,
674041,7.021499395,7.08300066,7.109529764,0.088030369,,,
675684,7.127498865,7.078500271,7.128152316,0.000653451,,,
677329,6.858500242,7.083000183,7.146800683,0.288300441,,,
678976,7.055499554,7.194000721,7.165474867,0.109975313,,,
680625,6.977502346,7.131498814,7.184174874,0.206672528,,,
682276,6.879499197,7.149500132,7.202900707,0.32340151,,,
683929,7.164499283,7.181001425,7.22165237,0.057153087,,,
685584,7.40599966,7.254499674,7.240429866,-0.165569794,,,
687241,7.338999748,7.213000774,7.259233199,-0.079766549,,,
688900,7.596001625,7.223998785,7.278062374,-0.317939251,,,
690561,7.311499834,7.239000082,7.296917393,-0.014582441,,,
692224,7.338499784,7.278499603,7.315798261,-0.022701523,,,
693889,7.262499809,7.294500113,7.334704982,0.072205173,,,
695556,7.312500238,7.4150002,7.353637559,0.041137321,,,
697225,7.463499546,7.318501234,7.372595996,-0.09090355,,,
698896,7.5295012,7.429999828,7.391580297,-0.137920903,,,
700569,7.589000463,7.329499483,7.410590465,-0.178409998,,,
702244,7.356498241,7.521000147,7.429626505,0.073128264,,,
703921,7.652999163,7.413501263,7.44868842,-0.204310743,,,
705600,7.402499437,7.479000807,7.467776213,0.065276776,,,
707281,7.633999586,7.384500504,7.48688989,-0.147109696,,,
708964,7.446500063,7.508999586,7.506029452,0.059529389,,,
710649,7.616999149,7.438500166,7.525194905,-0.091804244,,,
712336,7.681998968,7.90850091,7.544386251,-0.137612717,,,
714025,7.72549963,7.593500614,7.563603495,-0.161896135,,,
715716,7.513000488,7.580999374,7.58284664,0.069846152,,,
717409,7.576498747,7.539500237,7.60211569,0.025616943,,,
719104,7.506999016,7.57750082,7.621410649,0.114411633,,,
720801,7.601999521,7.766501427,7.64073152,0.038731999,,,
722500,7.531501055,7.88149929,7.660078307,0.128577252,,,
724201,7.377001524,7.572999954,7.679451014,0.30244949,,,
725904,8.17249918,7.643000603,7.698849644,-0.473649536,,,
727609,7.678999424,7.811500549,7.718274202,0.039274778,,,
729316,7.926999331,7.640047789,7.73772469,-0.189274641,,,
731025,7.621500015,7.691000938,7.757201113,0.135701098,,,
732736,7.558998823,7.693001032,7.776703475,0.217704652,,,
734449,7.731500387,7.751499653,7.796231778,0.064731391,,,
736164,7.455499649,7.879499912,7.815786026,0.360286377,,,
737881,7.658501863,7.78249836,7.835366224,0.176864361,,,
739600,8.272999287,7.939500809,7.854972375,-0.418026912,,,
741321,7.926501751,7.788001537,7.874604482,-0.051897269,,,
743044,8.125998974,7.801000357,7.89426255,-0.231736424,,,
744769,8.299499989,7.829500675,7.913946581,-0.385553408,,,
746496,8.46449995,7.851999998,7.93365658,-0.53084337,,,
748225,8.018499613,7.853501558,7.95339255,-0.065107063,,,
749956,8.231499434,7.896999598,7.973154495,-0.258344939,,,
751689,7.821999788,7.883500814,7.992942418,0.17094263,,,
753424,8.036001205,8.102998972,8.012756323,-0.023244882,,,
755161,8.02799964,7.917000532,8.032596214,0.004596574,,,
756900,8.502500057,7.937500954,8.052462094,-0.450037963,,,
758641,8.228498936,7.953000546,8.072353967,-0.156144969,,,
760384,8.090999603,7.94250083,8.092271836,0.001272233,,,
762129,7.898999691,7.977500439,8.112215706,0.213216015,,,
763876,8.332000017,8.119000435,8.132185579,-0.199814438,,,
765625,7.940500975,8.016499758,8.15218146,0.211680485,,,
767376,8.526999235,8.236499548,8.172203352,-0.354795883,,,
769129,8.137500048,8.058001518,8.192251258,0.05475121,,,
770884,8.452500582,8.105998993,8.212325182,-0.2401754,,,
772641,8.33199954,8.111999989,8.232425127,-0.099574413,,,
774400,8.282999992,8.100500107,8.252551098,-0.030448894,,,
776161,8.247999907,8.121000528,8.272703098,0.024703191,,,
777924,8.13499999,8.20050168,8.292881131,0.157881141,,,
779689,8.355002403,8.248998642,8.313085199,-0.041917204,,,
781456,8.45249939,8.336500645,8.333315306,-0.119184084,,,
783225,8.279999018,8.216500998,8.353571457,0.073572439,,,
784996,8.330499649,8.507001162,8.373853654,0.043354005,,,
786769,8.39000082,8.320501804,8.394161902,0.004161082,,,
788544,8.214499712,8.247501135,8.414496203,0.199996491,,,
790321,8.373499393,8.408000231,8.434856562,0.061357169,,,
792100,8.688001633,8.405997992,8.455242981,-0.232758652,,,
793881,8.876002073,8.518497467,8.475655465,-0.400346608,,,
795664,8.955000639,8.649499893,8.496094016,-0.458906623,,,
797449,9.160999298,8.524500132,8.516558639,-0.644440659,,,
799236,8.359499216,8.470000505,8.537049337,0.177550121,,,
801025,8.789499998,8.452500105,8.557566114,-0.231933884,,,
802816,8.880999327,8.532001019,8.578108972,-0.302890355,,,
804609,8.548999548,8.515500784,8.598677916,0.049678368,,,
806404,8.523999214,8.680000782,8.619272948,0.095273734,,,
808201,8.947999954,8.487000704,8.639894073,-0.308105881,,,
810000,8.690001249,8.665498495,8.660541294,-0.029459955,,,
811801,8.549501419,8.517498255,8.681214615,0.131713196,,,
813604,8.525000811,8.703999281,8.701914039,0.176913228,,,
815409,9.391000032,8.6875,8.722639569,-0.668360463,,,
817216,8.536998987,8.730500698,8.743391208,0.206392221,,,
819025,8.573999643,8.596000433,8.764168962,0.190169319,,,
820836,8.75649929,8.604999781,8.784972832,0.028473542,,,
822649,8.94049859,8.638001204,8.805802822,-0.134695768,,,
824464,8.924499273,8.660001278,8.826658937,-0.097840336,,,
826281,9.217000008,8.67650032,8.847541178,-0.36945883,,,
828100,8.745001554,8.735997677,8.868449551,0.123447997,,,
829921,9.320500374,8.711499691,8.889384057,-0.431116317,,,
831744,9.250498772,8.722500563,8.910344701,-0.340154071,,,
833569,9.235499382,8.739500284,8.931331487,-0.304167895,,,
835396,8.96500206,8.797997236,8.952344417,-0.012657643,,,
837225,9.376498938,8.770500422,8.973383494,-0.403115444,,,
839056,8.606499434,8.840000868,8.994448724,0.38794929,,,
840889,9.085501909,8.826997995,9.015540108,-0.069961801,,,
842724,9.275000811,8.833498716,9.03665765,-0.238343161,,,
844561,9.37300086,8.907999277,9.057801354,-0.315199506,,,
846400,8.87200141,8.880499601,9.078971224,0.206969814,,,
848241,9.622000933,8.895499945,9.100167261,-0.521833672,,,
850084,9.053500891,8.920000315,9.121389471,0.06788858,,,
851929,9.452999353,8.931500673,9.142637856,-0.310361497,,,
853776,9.554501057,8.946999788,9.16391242,-0.390588637,,,
855625,9.22349906,8.947000265,9.185213167,-0.038285893,,,
857476,8.88449955,9.067000389,9.206540098,0.322040548,,,
859329,9.243498802,9.045001507,9.227893219,-0.015605583,,,
861184,9.215001822,9.032497644,9.249272532,0.03427071,,,
863041,8.983501196,9.075499535,9.270678041,0.287176845,,,
864900,9.267999411,9.121999979,9.292109749,0.024110338,,,
866761,9.063498974,9.081000328,9.31356766,0.250068686,,,
868624,9.393001556,9.120999575,9.335051776,-0.05794978,,,
870489,9.766498327,9.139500141,9.356562102,-0.409936225,,,
872356,9.451999903,9.189000845,9.37809864,-0.073901263,,,
874225,9.382499695,9.159500837,9.399661395,0.0171617,,,
876096,9.453999519,9.197500944,9.421250369,-0.03274915,,,
877969,9.436001301,9.213998318,9.442865565,0.006864264,,,
879844,9.369499207,9.222001314,9.464506988,0.095007781,,,
881721,9.624000549,9.231998682,9.48617464,-0.137825909,,,
883600,9.782499552,9.256002188,9.507868525,-0.274631027,,,
885481,9.643499136,9.291500568,9.529588647,-0.113910489,,,
887364,10.00799942,9.298001051,9.551335007,-0.456664413,,,
889249,9.544000626,9.316499472,9.573107611,0.029106985,,,
891136,9.623499155,9.348001003,9.594906461,-0.028592694,,,
893025,10.07000017,9.362500191,9.61673156,-0.45326861,,,
894916,9.678500175,9.395000219,9.638582912,-0.039917263,,,
896809,9.701999664,9.373500586,9.66046052,-0.041539144,,,
898704,9.890501499,9.444499493,9.682364388,-0.208137111,,,
900601,10.0390017,9.449498892,9.704294519,-0.334707181,,,
902500,10.00300169,9.462999344,9.726250915,-0.276750775,,,
904401,9.837001085,9.482500076,9.748233581,-0.088767504,,,
906304,10.13100052,9.521498203,9.77024252,-0.360758,,,
908209,9.449999809,9.541500568,9.792277735,0.342277926,,,
910116,9.861499548,9.546000957,9.814339229,-0.047160319,,,
912025,9.645999193,9.563501358,9.836427006,0.190427813,,,
913936,9.523999929,9.616001129,9.858541069,0.33454114,,,
915849,9.900998831,9.605501413,9.880681421,-0.02031741,,,
917764,9.613999128,9.628000498,9.902848065,0.288848937,,,
919681,10.46400046,9.655500174,9.925041005,-0.538959455,,,
921600,9.752499342,9.667500257,9.947260245,0.194760903,,,
923521,9.82049942,9.698500395,9.969505787,0.149006367,,,
925444,9.727001667,9.738998413,9.991777634,0.264775967,,,
927369,10.24900007,9.760501385,10.01407579,-0.23492428,,,
929296,10.49499917,9.762500525,10.03640026,-0.458598912,,,
931225,10.37400007,9.805500031,10.05875104,-0.315249028,,,
933156,9.898001432,9.799499273,10.08112814,0.183126713,,,
935089,10.39750004,9.820500135,10.10353157,-0.293968471,,,
937024,10.01849937,9.832499981,10.12596132,0.107461949,,,
938961,10.16150093,9.881500006,10.1484174,-0.013083533,,,
940900,10.02199936,9.916000366,10.17089981,0.148900446,,,
942841,10.72199965,9.892999887,10.19340855,-0.528591099,,,
944784,11.02549982,9.92800045,10.21594363,-0.809556186,,,
946729,10.34249973,9.924500704,10.23850506,-0.103994672,,,
948676,10.11599994,9.946500063,10.26109283,0.145092887,,,
950625,10.45750117,9.96649909,10.28370694,-0.173794227,,,
952576,10.76700068,9.996498585,10.30634741,-0.460653269,,,
954529,10.43400002,10.00950074,10.32901423,-0.104985787,,,
956484,10.30799961,10.04350042,10.35170741,0.043707803,,,
958441,10.22499919,10.03750038,10.37442695,0.149427763,,,
960400,11.30000234,10.08599806,10.39717286,-0.902829483,,,
962361,10.23650098,10.09399962,10.41994513,0.183444149,,,
964324,10.34249902,10.14050174,10.44274377,0.10024475,,,
966289,11.12550116,10.13999915,10.46556879,-0.659932374,,,
968256,10.22850084,10.14499974,10.48842018,0.259919338,,,
970225,10.71499968,10.19349957,10.51129795,-0.20370173,,,
972196,10.9079988,10.19250035,10.53420211,-0.373796695,,,
974169,10.42299986,10.21750045,10.55713265,0.134132787,,,
976144,10.50549889,10.23000073,10.58008958,0.074590688,,,
978121,10.3484993,10.22950101,10.6030729,0.254573602,,,
980100,11.02899933,10.26400113,10.62608262,-0.402916708,,,
982081,10.79699969,10.27550054,10.64911874,-0.147880949,,,
984064,11.3440001,10.29750037,10.67218126,-0.671818838,,,
986049,10.5559988,10.33700109,10.69527019,0.139271388,,,
988036,11.14599967,10.35850024,10.71838552,-0.427614146,,,
990025,10.75850248,10.38299775,10.74152727,-0.01697521,,,
992016,10.60950136,10.39149785,10.76469543,0.155194072,,,
994009,10.73899937,10.41250038,10.78789001,0.048890642,,,
996004,10.53700185,10.42899966,10.81111101,0.274109163,,,
998001,10.80800056,10.46499991,10.83435844,0.026357879,,,
